City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
230,darwin,-12.4611,130.8418,27.99,80,100,1.54,AU,1698000860
231,sucua,-2.4667,-78.1667,25.41,64,75,2.57,EC,1698000860
232,hingoli,19.7167,77.15,21.94,60,54,1.66,IN,1698000860
233,baihe,22.15,107.2333,18.12,88,62,0.88,CN,1698000860
234,berdigestyakh,62.0989,126.6992,-4.16,89,100,1.36,RU,1698000861
235,puerto maldonado,-12.6,-69.1833,36.22,44,20,3.09,PE,1698000861
236,christchurch,-43.5333,172.6333,10.23,89,17,2.57,NZ,1698000861
237,arar,30.9753,41.0381,23.01,27,40,3.6,SA,1698000861
238,al jawf,29.5,38.75,25.28,34,69,6.0,SA,1698000861
239,labytnangi,66.6572,66.4183,-4.92,92,98,4.2,RU,1698000861
240,rivne,50.6231,26.2274,17.26,75,47,7.77,UA,1698000684
241,anatuya,-28.4606,-62.8347,36.89,38,95,8.84,AR,1698000862
242,dong ha,16.8163,107.1003,22.8,89,100,2.47,VN,1698000862
243,tekkali,18.6167,84.2333,23.64,63,100,2.85,IN,1698000862
244,kuvshinovo,57.0295,34.1725,1.44,97,100,1.68,RU,1698000862
245,posse,-14.0931,-46.3694,30.6,40,100,5.81,BR,1698000863
246,shingu,33.7333,135.9833,12.57,70,95,2.17,JP,1698000863
247,chibougamau,49.9168,-74.3659,3.79,87,100,5.14,CA,1698000863
248,bandarbeyla,9.4942,50.8122,27.57,77,100,3.47,SO,1698000864
249,masterton,-40.9597,175.6575,7.16,92,4,0.41,NZ,1698000864
250,soio,-6.1349,12.3689,24.58,88,31,3.73,AO,1698000864
251,pangody,65.85,74.4859,-3.54,77,14,5.51,RU,1698000864
252,juneau,58.3019,-134.4197,0.68,78,75,6.17,US,1698000606
253,kushiro,42.975,144.3747,9.26,77,96,6.54,JP,1698000864
254,lunsar,8.6833,-12.5333,25.12,90,96,1.34,SL,1698000864
255,klyuchi,52.2667,79.1667,9.45,85,100,8.7,RU,1698000865
256,ouargla,31.9493,5.325,32.04,17,0,2.06,DZ,1698000865
257,nuku'alofa,-21.1333,-175.2,23.19,83,75,2.57,TO,1698000865
258,salaga,8.5508,-0.5188,28.14,67,59,2.47,GH,1698000865
259,bryan,30.6744,-96.37,30.86,50,75,4.63,US,1698000865
260,luderitz,-26.6481,15.1594,16.82,84,89,1.4,NA,1698000865
261,khasab,26.1799,56.2477,29.35,70,0,1.15,OM,1698000866
262,vianopolis,-16.7419,-48.5164,34.46,21,62,3.29,BR,1698000726
263,yarmouth,41.7057,-70.2286,16.08,67,40,8.75,US,1698000770
264,ust-tsilma,65.441,52.1498,-0.98,77,84,5.53,RU,1698000866
265,la'ie,21.6477,-157.9253,28.03,84,7,0.45,US,1698000866
266,weno,7.4515,151.8468,25.97,94,40,2.06,FM,1698000866
267,agat village,13.3886,144.6585,28.52,85,0,5.14,GU,1698000867
268,ruteng,-8.6136,120.4721,16.5,89,14,0.57,ID,1698000867
269,beau vallon,-20.4189,57.6953,24.13,88,75,1.54,MU,1698000867
270,olinda,-8.0089,-34.8553,27.85,69,75,5.14,BR,1698000867
271,dongcun,36.7767,121.1597,13.64,62,0,1.79,CN,1698000867
272,carutapera,-1.195,-46.02,30.17,66,95,5.07,BR,1698000867
273,revda,56.801,59.9303,-1.93,78,100,5.33,RU,1698000867
274,al fuwayliq,26.4432,43.2534,26.45,21,90,5.13,SA,1698000868
275,caazapa,-26.15,-56.4,38.83,25,10,2.92,PY,1698000868
276,cuetzalan,20.0333,-97.5167,23.12,83,100,2.19,MX,1698000868
277,corinto,37.9407,22.9573,22.59,62,86,0.78,GR,1698000868
278,aykhal,66.0,111.5,-5.79,96,100,3.49,RU,1698000868
279,sittwe,20.15,92.9,26.12,84,99,1.86,MM,1698000869
280,pontevedra,42.431,-8.6444,16.19,88,100,0.74,ES,1698000869
281,haiku-pauwela,20.9219,-156.3051,27.25,80,20,1.54,US,1698000869
282,marica,-22.9194,-42.8186,24.97,76,46,6.67,BR,1698000581
283,auki,-8.7676,160.7034,24.63,89,54,1.49,SB,1698000869
284,banjar,-8.19,114.9675,24.61,90,13,1.28,ID,1698000869
285,new norfolk,-42.7826,147.0587,12.18,97,100,1.53,AU,1698000870
286,taulaga,-11.0553,-171.0883,27.85,70,100,0.74,AS,1698000870
287,kalemie,-5.9475,29.1947,25.05,66,3,1.4,CD,1698000870
288,grand falls-windsor,48.9332,-55.6649,6.95,94,100,0.45,CA,1698000870
289,uturoa,-16.7333,-151.4333,26.68,78,6,6.08,PF,1698000870
290,codrington,-38.2667,141.9667,7.94,85,97,3.53,AU,1698000870
291,vrede,-27.4257,29.1659,11.41,81,22,3.73,ZA,1698000871
292,ust'-kut,56.7938,105.7672,-1.14,81,80,2.06,RU,1698000871
293,catriel,-37.8791,-67.7956,20.55,47,100,3.99,AR,1698000871
294,ancud,-41.8697,-73.8203,13.44,59,1,3.15,CL,1698000666
295,bernal,-5.45,-80.75,29.78,49,38,7.31,PE,1698000871
296,kavaratti,10.5669,72.642,28.75,70,97,1.87,IN,1698000871
297,egilsstadir,65.2653,-14.3948,2.95,93,100,2.57,IS,1698000871
298,kirakira,-10.4544,161.9205,24.76,86,100,3.04,SB,1698000872
299,northam,51.0333,-4.2167,10.92,94,18,4.23,GB,1698000872
300,vilyuchinsk,52.9306,158.4028,-0.85,76,98,2.45,RU,1698000872
301,rauco,-34.9267,-71.3187,23.36,50,75,3.6,CL,1698000872
302,alesund,62.4723,6.1549,8.52,79,0,2.57,NO,1698000655
303,pinheiral,-22.5128,-44.0006,25.04,66,10,5.31,BR,1698000873
304,laguna,38.421,-121.4238,21.7,71,100,3.09,US,1698000873
305,mstsislaw,54.0192,31.7257,9.1,96,100,4.52,BY,1698000873
306,nar'yan-mar,67.6713,53.087,-0.06,85,100,7.55,RU,1698000873
307,mizdah,31.4451,12.9801,24.97,31,27,3.88,LY,1698000873
308,richards bay,-28.783,32.0377,18.86,69,88,7.86,ZA,1698000873
309,aneho,6.2333,1.6,28.11,81,60,3.67,TG,1698000874
310,adrar,20.5022,-10.0711,31.74,19,100,4.05,MR,1698000874
311,yigo village,13.5361,144.8886,27.62,82,75,7.72,GU,1698000874
312,lubang,13.8584,120.124,28.0,78,97,6.83,PH,1698000874
313,kaihua,23.3687,104.28,13.66,96,25,1.8,CN,1698000874
314,minab,27.1467,57.0801,28.04,68,2,0.9,IR,1698000874
315,pinsk,52.1229,26.0951,15.17,83,100,6.46,BY,1698000874
316,villa gesell,-37.2639,-56.973,15.25,92,93,5.42,AR,1698000875
317,ambon,-3.6954,128.1814,27.15,95,40,1.03,ID,1698000875
318,ishinomaki,38.4167,141.3,14.61,67,89,6.97,JP,1698000875
319,kovdor,67.5662,30.4758,-2.22,90,98,1.75,RU,1698000875
320,techiman,7.5862,-1.9414,25.74,75,64,1.03,GH,1698000717
321,entebbe,0.0644,32.4469,24.18,78,20,3.09,UG,1698000875
322,kristiansund,63.1115,7.732,7.36,65,75,1.54,NO,1698000876
323,smithers,54.7804,-127.1743,1.18,100,100,1.03,CA,1698000876
324,spas-demensk,54.4122,34.0226,5.55,96,100,3.02,RU,1698000876
325,leticia,-4.2153,-69.9406,32.03,70,40,3.09,CO,1698000876
326,orlovskiy,46.8714,42.0592,10.16,64,3,5.28,RU,1698000876
327,susuman,62.7833,148.1667,-16.49,98,87,0.48,RU,1698000876
328,shar,49.5886,81.0453,15.51,53,100,12.37,KZ,1698000877
329,manokwari,-0.8667,134.0833,25.84,80,66,2.15,ID,1698000877
330,grand gaube,-20.0064,57.6608,24.22,77,6,3.58,MU,1698000877
331,carbonear,47.7332,-53.2148,16.35,94,100,10.19,CA,1698000877
332,newman,37.3138,-121.0208,24.47,41,0,5.36,US,1698000877
333,hadibu,12.65,54.0333,26.89,85,100,6.88,YE,1698000877
334,daru,-9.0763,143.2092,22.68,82,100,2.28,PG,1698000878
335,kuanda,56.3161,116.0806,-0.08,85,100,0.82,RU,1698000878
336,antsiranana,-12.2787,49.2917,25.31,67,32,7.49,MG,1698000878
337,altai,46.3722,96.2583,2.52,49,12,2.55,MN,1698000878
338,okha,53.5739,142.9478,1.51,82,100,8.86,RU,1698000878
339,el haouaria,37.05,11.0144,24.01,79,36,9.26,TN,1698000878
340,bambari,5.768,20.6757,24.39,83,86,1.25,CF,1698000879
341,nassau,40.7507,-73.5829,14.43,53,75,8.75,US,1698000879
342,longyearbyen,78.2186,15.6401,-10.09,79,0,5.14,SJ,1698000879
343,lorengau,-2.0226,147.2712,26.13,85,93,2.4,PG,1698000879
344,nehoiu,45.4167,26.3,18.12,64,2,2.45,RO,1698000879
345,anacapri,40.5558,14.2136,19.01,77,0,0.0,IT,1698000879
346,donmatias,6.4857,-75.395,22.52,83,100,0.38,CO,1698000880
347,margaret river,-33.95,115.0667,13.19,59,100,6.12,AU,1698000880
348,chaykovskiy,56.7686,54.1148,-0.72,80,29,3.63,RU,1698000632
349,tres arroyos,-38.3739,-60.2798,22.13,65,98,5.11,AR,1698000880
350,pingliang,35.5392,106.6861,10.53,82,79,0.74,CN,1698000880
351,kalmunai,7.4167,81.8167,25.6,85,100,2.26,LK,1698000881
352,tlaltenango de sanchez roman,21.7833,-103.3167,25.51,39,96,3.81,MX,1698000881
353,manaure,11.7751,-72.4445,31.0,62,73,4.63,CO,1698000881
354,priozersk,61.0393,30.1291,3.3,87,100,1.46,RU,1698000881
355,constitucion,-35.3333,-72.4167,15.82,71,18,4.17,CL,1698000881
356,walvis bay,-22.9575,14.5053,15.53,82,1,3.6,NA,1698000881
357,markaz-e hukumat-e darweshan,31.1323,64.1934,21.36,25,16,1.7,AF,1698000882
358,visaginas,55.6,26.4167,6.93,98,100,3.84,LT,1698000882
359,awjilah,29.1081,21.2869,27.09,19,0,3.18,LY,1698000882
360,gisborne,-38.6533,178.0042,11.21,79,77,4.55,NZ,1698000882
361,rundu,-17.9333,19.7667,27.56,27,2,2.06,NA,1698000882
362,ugoofaaru,5.6667,73.0,26.83,80,52,3.13,MV,1698000882
